train_loss,train_acc,epoch,step,val_loss,val_acc,timestamp,test_loss,test_acc
1.4038410186767578,0.5540540814399719,75,607,,,,,
1.3267650604248047,0.5945945978164673,76,615,,,,,
,,77,623,1.4400157928466797,0.6000000238418579,1756773120.0,,
1.435478687286377,0.5540540814399719,77,623,,,,,
1.4050445556640625,0.5810810923576355,78,631,,,,,
1.4452146291732788,0.5810810923576355,79,639,,,,,
,,80,647,4.886385440826416,0.10000000149011612,1756773120.0,,
1.3008217811584473,0.5945945978164673,80,647,,,,,
1.4529480934143066,0.5405405163764954,81,655,,,,,
1.3686184883117676,0.5945945978164673,82,663,,,,,
,,83,671,6.399019718170166,0.10000000149011612,1756773120.0,,
1.3307265043258667,0.5675675868988037,83,671,,,,,
1.3544940948486328,0.6081081032752991,84,679,,,,,
1.4073331356048584,0.5135135054588318,85,687,,,,,
,,86,695,2.029463529586792,0.10000000149011612,1756773120.0,,
1.355721116065979,0.5675675868988037,86,695,,,,,
1.2832108736038208,0.6486486196517944,87,703,,,,,
1.3310372829437256,0.5810810923576355,88,711,,,,,
,,89,719,1.5901658535003662,0.4000000059604645,1756773120.0,,
1.3092936277389526,0.5945945978164673,89,719,,,,,
1.2700004577636719,0.6216216087341309,90,727,,,,,
1.2433128356933594,0.6351351141929626,91,735,,,,,
,,92,743,1.414167046546936,0.6000000238418579,1756773120.0,,
1.3592463731765747,0.5540540814399719,92,743,,,,,
1.3414403200149536,0.5540540814399719,93,751,,,,,
1.3442481756210327,0.5405405163764954,94,759,,,,,
,,95,767,1.2746964693069458,0.6000000238418579,1756773120.0,,
1.2818671464920044,0.6351351141929626,95,767,,,,,
1.3059271574020386,0.5540540814399719,96,775,,,,,
1.364416241645813,0.6081081032752991,97,783,,,,,
,,98,791,10.047242164611816,0.10000000149011612,1756773120.0,,
1.2891254425048828,0.5675675868988037,98,791,,,,,
1.3024457693099976,0.5540540814399719,99,799,,,,,
,,100,800,,,,3.4929192066192627,0.190476194024086
