val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
6.489858150482178,0.0714285746216774,1756733440.0,0,19,,,,
,,,0,19,11.090340614318848,0.09278350323438644,,
2.3675801753997803,0.3214285671710968,1756733440.0,1,39,,,,
,,,1,39,3.371445894241333,0.15463916957378387,,
3.6169400215148926,0.0714285746216774,1756733440.0,2,59,,,,
,,,2,59,2.5610835552215576,0.0824742242693901,,
2.416771411895752,0.2142857164144516,1756733440.0,3,79,,,,
,,,3,79,2.5971221923828125,0.12886597216129303,,
2.328648090362549,0.2142857164144516,1756733440.0,4,99,,,,
,,,4,99,2.844083786010742,0.12371134012937546,,
2.458591938018799,0.1071428582072258,1756733440.0,5,119,,,,
,,,5,119,2.3995041847229004,0.1855670064687729,,
2.4577271938323975,0.2142857164144516,1756733440.0,6,139,,,,
,,,6,139,2.3912360668182373,0.19587628543376923,,
2.3834407329559326,0.2142857164144516,1756733440.0,7,159,,,,
,,,7,159,2.358173131942749,0.2010309249162674,,
2.287555694580078,0.25,1756733440.0,8,179,,,,
,,,8,179,2.321369171142578,0.21134020388126373,,
2.351130962371826,0.1785714328289032,1756733440.0,9,199,,,,
,,,9,199,2.3078601360321045,0.24226804077625275,,
2.2853951454162598,0.25,1756733440.0,10,219,,,,
,,,10,219,2.296315908432007,0.20618556439876556,,
2.3931350708007812,0.1428571492433548,1756733440.0,11,239,,,,
,,,11,239,2.323427200317383,0.22680412232875824,,
2.3372838497161865,0.2142857164144516,1756733440.0,12,259,,,,
,,,12,259,2.398632764816284,0.1649484485387802,,
2.2826201915740967,0.2142857164144516,1756733440.0,13,279,,,,
,,,13,279,2.299506187438965,0.2319587618112564,,
2.2642505168914795,0.1785714328289032,1756733440.0,14,299,,,,
,,,14,299,2.3773975372314453,0.1855670064687729,,
2.3200931549072266,0.2142857164144516,1756733440.0,15,319,,,,
,,,15,319,2.296064615249634,0.22164948284626007,,
2.359825849533081,0.1785714328289032,1756733440.0,16,339,,,,
,,,16,339,2.2451722621917725,0.2319587618112564,,
2.3578991889953613,0.1785714328289032,1756733440.0,17,359,,,,
,,,17,359,2.2894253730773926,0.22164948284626007,,
2.2768189907073975,0.2142857164144516,1756733440.0,18,379,,,,
,,,18,379,2.3282370567321777,0.2010309249162674,,
2.228574752807617,0.2142857164144516,1756733440.0,19,399,,,,
,,,19,399,2.2659385204315186,0.22164948284626007,,
2.2153308391571045,0.2142857164144516,1756733568.0,20,419,,,,
,,,20,419,2.2397429943084717,0.22680412232875824,,
2.22057843208313,0.2142857164144516,1756733568.0,21,439,,,,
,,,21,439,2.205843925476074,0.24226804077625275,,
2.221940755844116,0.2142857164144516,1756733568.0,22,459,,,,
,,,22,459,2.274214744567871,0.21134020388126373,,
2.243669033050537,0.25,1756733568.0,23,479,,,,
,,,23,479,2.2464113235473633,0.2319587618112564,,
2.2621777057647705,0.25,1756733568.0,24,499,,,,
,,,24,499,2.2463836669921875,0.22680412232875824,,
2.2249927520751953,0.25,1756733568.0,25,519,,,,
,,,25,519,2.242917776107788,0.22164948284626007,,
,,,26,520,,,2.2902936935424805,0.2181818187236786
