val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.6497716903686523,0.0,1756772608.0,0,7,,,,
,,,0,7,2.6482491493225098,0.04054053872823715,,
2.6492791175842285,0.10000000149011612,1756772608.0,1,15,,,,
,,,1,15,2.6442043781280518,0.04054053872823715,,
2.6495940685272217,0.10000000149011612,1756772608.0,2,23,,,,
,,,2,23,2.652014970779419,0.027027027681469917,,
2.6474149227142334,0.10000000149011612,1756772608.0,3,31,,,,
,,,3,31,2.6481406688690186,0.04054053872823715,,
2.645232677459717,0.10000000149011612,1756772608.0,4,39,,,,
,,,4,39,2.6478781700134277,0.04054053872823715,,
2.644536018371582,0.10000000149011612,1756772608.0,5,47,,,,
,,,5,47,2.64559268951416,0.06756756454706192,,
2.6430389881134033,0.10000000149011612,1756772608.0,6,55,,,,
,,,6,55,2.6446738243103027,0.054054055362939835,,
2.6422336101531982,0.10000000149011612,1756772608.0,7,63,,,,
,,,7,63,2.649517059326172,0.027027027681469917,,
2.642765760421753,0.10000000149011612,1756772608.0,8,71,,,,
,,,8,71,2.6410584449768066,0.06756756454706192,,
2.6423630714416504,0.10000000149011612,1756772608.0,9,79,,,,
,,,9,79,2.6445586681365967,0.054054055362939835,,
,,,10,80,,,2.6392300128936768,0.0476190485060215
