val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.6928915977478027,0.0,1756772736.0,0,7,,,,
,,,0,7,2.638192892074585,0.0810810774564743,,
2.700554847717285,0.0,1756772736.0,1,15,,,,
,,,1,15,2.4018380641937256,0.22972972691059113,,
2.7007648944854736,0.0,1756772736.0,2,23,,,,
,,,2,23,2.301403284072876,0.3378378450870514,,
2.7250828742980957,0.10000000149011612,1756772736.0,3,31,,,,
,,,3,31,2.257631778717041,0.2567567527294159,,
2.7578327655792236,0.20000000298023224,1756772736.0,4,39,,,,
,,,4,39,2.166935920715332,0.29729729890823364,,
2.7838714122772217,0.20000000298023224,1756772736.0,5,47,,,,
,,,5,47,2.0894808769226074,0.31081080436706543,,
,,,6,48,,,2.418156862258911,0.2380952388048172
