val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.639846086502075,0.0,1756771584.0,0,7,,,,
,,,0,7,2.692265748977661,0.06756756454706192,,
2.650164842605591,0.0,1756771584.0,1,15,,,,
,,,1,15,2.687497615814209,0.06756756454706192,,
2.6580491065979004,0.0,1756771584.0,2,23,,,,
,,,2,23,2.6877150535583496,0.06756756454706192,,
2.6623451709747314,0.0,1756771584.0,3,31,,,,
,,,3,31,2.6858489513397217,0.06756756454706192,,
2.6687774658203125,0.0,1756771584.0,4,39,,,,
,,,4,39,2.683058500289917,0.054054055362939835,,
2.6790966987609863,0.0,1756771584.0,5,47,,,,
,,,5,47,2.6817612648010254,0.054054055362939835,,
,,,6,48,,,2.606222629547119,0.095238097012043
