val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.8206446170806885,0.0,1756732416.0,0,19,,,,
,,,0,19,179629600.0,0.0824742242693901,,
401546.90625,0.0357142873108387,1756732416.0,1,39,,,,
,,,1,39,304870.21875,0.06185567006468773,,
1278.1536865234375,0.0714285746216774,1756732544.0,2,59,,,,
,,,2,59,522180.09375,0.06185567006468773,,
228.6526336669922,0.1785714328289032,1756732544.0,3,79,,,,
,,,3,79,510934.1875,0.06185567006468773,,
16537039.0,0.1071428582072258,1756732544.0,4,99,,,,
,,,4,99,3143971.75,0.13917525112628937,,
2.6390573978424072,0.0714285746216774,1756732544.0,5,119,,,,
,,,5,119,345970.03125,0.1340206116437912,,
2.6390573978424072,0.0714285746216774,1756732544.0,6,139,,,,
,,,6,139,1375871.25,0.14432989060878754,,
2.6390573978424072,0.0714285746216774,1756732544.0,7,159,,,,
,,,7,159,3215748.25,0.15463916957378387,,
2.6390573978424072,0.0714285746216774,1756732544.0,8,179,,,,
,,,8,179,2.639057159423828,0.1494845300912857,,
2.6390573978424072,0.0714285746216774,1756732544.0,9,199,,,,
,,,9,199,2.639057159423828,0.1494845300912857,,
2.6390573978424072,0.0714285746216774,1756732544.0,10,219,,,,
,,,10,219,2.639057159423828,0.1494845300912857,,
,,,11,220,,,2.639057159423828,0.09090909361839294
