train_loss,train_acc,epoch,step,val_loss,val_acc,timestamp,test_loss,test_acc
2.6492576599121094,0.0810810774564743,0,7,,,,,
2.491299629211426,0.2432432472705841,1,15,,,,,
,,2,23,2.58420467376709,0.10000000149011612,1756773120.0,,
2.358962297439575,0.2702702581882477,2,23,,,,,
2.2410802841186523,0.3513513505458832,3,31,,,,,
2.268296480178833,0.28378379344940186,4,39,,,,,
,,5,47,2.2927424907684326,0.20000000298023224,1756773120.0,,
2.1693320274353027,0.31081080436706543,5,47,,,,,
2.105534315109253,0.3918918967247009,6,55,,,,,
2.081050395965576,0.4054054021835327,7,63,,,,,
,,8,71,2.0580782890319824,0.5,1756773120.0,,
2.0507688522338867,0.37837839126586914,8,71,,,,,
1.9819881916046143,0.37837839126586914,9,79,,,,,
1.9457327127456665,0.45945945382118225,10,87,,,,,
,,11,95,1.9967683553695679,0.4000000059604645,1756773120.0,,
1.9501941204071045,0.47297295928001404,11,95,,,,,
1.9384551048278809,0.4054054021835327,12,103,,,,,
1.8662245273590088,0.4864864945411682,13,111,,,,,
,,14,119,1.9690415859222412,0.30000001192092896,1756773120.0,,
1.9586299657821655,0.3918918967247009,14,119,,,,,
1.8555139303207397,0.44594594836235046,15,127,,,,,
1.8092550039291382,0.45945945382118225,16,135,,,,,
,,17,143,1.8832108974456787,0.30000001192092896,1756773120.0,,
1.8277814388275146,0.4189189076423645,17,143,,,,,
1.824489951133728,0.47297295928001404,18,151,,,,,
1.8234069347381592,0.4189189076423645,19,159,,,,,
,,20,167,1.9237550497055054,0.30000001192092896,1756773120.0,,
1.8268568515777588,0.45945945382118225,20,167,,,,,
1.839259386062622,0.3918918967247009,21,175,,,,,
1.7607831954956055,0.4864864945411682,22,183,,,,,
,,23,191,1.8444221019744873,0.30000001192092896,1756773120.0,,
1.7836300134658813,0.5135135054588318,23,191,,,,,
1.6829643249511719,0.5,24,199,,,,,
1.7370479106903076,0.5270270109176636,25,207,,,,,
,,26,215,1.9375431537628174,0.30000001192092896,1756773120.0,,
1.6809905767440796,0.5540540814399719,26,215,,,,,
1.680721640586853,0.5,27,223,,,,,
1.6560139656066895,0.5540540814399719,28,231,,,,,
,,29,239,1.6635698080062866,0.6000000238418579,1756773120.0,,
1.6790122985839844,0.5,29,239,,,,,
1.6293506622314453,0.5270270109176636,30,247,,,,,
1.6919536590576172,0.5405405163764954,31,255,,,,,
,,32,263,1.6011461019515991,0.6000000238418579,1756773120.0,,
1.6190977096557617,0.5,32,263,,,,,
1.5815459489822388,0.5945945978164673,33,271,,,,,
1.6089508533477783,0.5270270109176636,34,279,,,,,
,,35,287,1.6836693286895752,0.4000000059604645,1756773120.0,,
1.5906040668487549,0.5135135054588318,35,287,,,,,
1.5588639974594116,0.5540540814399719,36,295,,,,,
1.508866548538208,0.5540540814399719,37,303,,,,,
,,38,311,2.1195640563964844,0.10000000149011612,1756773120.0,,
1.5111911296844482,0.5810810923576355,38,311,,,,,
