val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.658623218536377,0.0,1756772608.0,0,7,,,,
,,,0,7,2.6476645469665527,0.09459459781646729,,
2.654491662979126,0.0,1756772608.0,1,15,,,,
,,,1,15,2.6462905406951904,0.09459459781646729,,
2.6482300758361816,0.20000000298023224,1756772608.0,2,23,,,,
,,,2,23,2.642993211746216,0.09459459781646729,,
2.6424691677093506,0.20000000298023224,1756772608.0,3,31,,,,
,,,3,31,2.644724130630493,0.09459459781646729,,
2.6294007301330566,0.20000000298023224,1756772608.0,4,39,,,,
,,,4,39,2.6382830142974854,0.09459459781646729,,
2.6328659057617188,0.20000000298023224,1756772608.0,5,47,,,,
,,,5,47,2.6413328647613525,0.09459459781646729,,
2.6263434886932373,0.20000000298023224,1756772608.0,6,55,,,,
,,,6,55,2.6298506259918213,0.09459459781646729,,
2.622312068939209,0.20000000298023224,1756772608.0,7,63,,,,
,,,7,63,2.634780168533325,0.09459459781646729,,
2.6221158504486084,0.20000000298023224,1756772608.0,8,71,,,,
,,,8,71,2.633617401123047,0.09459459781646729,,
2.629859209060669,0.20000000298023224,1756772608.0,9,79,,,,
,,,9,79,2.6356041431427,0.09459459781646729,,
,,,10,80,,,2.610590696334839,0.0476190485060215
