val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc
3.274097577693702e+20,0.2142857164144516,1756729216.0,0,19,,
,,,0,19,4.438602129435913e+20,0.11340206116437912
8.528387449514308e+19,0.3928571343421936,1756729216.0,1,39,,
,,,1,39,4.04481265567445e+20,0.2010309249162674
