val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
3.0791375637054443,0.0,1756732800.0,0,19,,,,
,,,0,19,6718496768.0,0.07731958478689194,,
4.6133551597595215,0.0,1756732800.0,1,39,,,,
,,,1,39,6.645621299743652,0.07731958478689194,,
2.830192804336548,0.0,1756732800.0,2,59,,,,
,,,2,59,4.808520317077637,0.06185567006468773,,
787192.375,0.0357142873108387,1756732800.0,3,79,,,,
,,,3,79,8.876319885253906,0.11855670064687729,,
1259933.75,0.0714285746216774,1756732800.0,4,99,,,,
,,,4,99,13.296736717224121,0.08762886375188828,,
2.64432692527771,0.0357142873108387,1756732800.0,5,119,,,,
,,,5,119,3.3867998123168945,0.10824742168188095,,
3.2242393493652344,0.0714285746216774,1756732800.0,6,139,,,,
,,,6,139,2.9847326278686523,0.09278350323438644,,
2.6561577320098877,0.0357142873108387,1756732800.0,7,159,,,,
,,,7,159,62.08591079711914,0.04639175161719322,,
2.6405413150787354,0.0714285746216774,1756732800.0,8,179,,,,
,,,8,179,35.448055267333984,0.08762886375188828,,
2.685067892074585,0.0,1756732800.0,9,199,,,,
,,,9,199,2.803521156311035,0.07731958478689194,,
3.13197660446167,0.1785714328289032,1756732800.0,10,219,,,,
,,,10,219,3.0100724697113037,0.0824742242693901,,
3.1580235958099365,0.0714285746216774,1756732800.0,11,239,,,,
,,,11,239,24.93115997314453,0.10309278219938278,,
2.6082370281219482,0.1785714328289032,1756732800.0,12,259,,,,
,,,12,259,2.8661816120147705,0.0824742242693901,,
5.566981315612793,0.0,1756732800.0,13,279,,,,
,,,13,279,19.502185821533203,0.0670103058218956,,
4.493492603302002,0.0,1756732800.0,14,299,,,,
,,,14,299,3.643350601196289,0.11855670064687729,,
2.8002493381500244,0.1785714328289032,1756732800.0,15,319,,,,
,,,15,319,3.657594680786133,0.036082472652196884,,
2.8910365104675293,0.0,1756732800.0,16,339,,,,
,,,16,339,26.530134201049805,0.0824742242693901,,
2.759248971939087,0.1785714328289032,1756732800.0,17,359,,,,
,,,17,359,21.105663299560547,0.10309278219938278,,
,,,18,360,,,2.8562328815460205,0.12727272510528564
