val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.6591110229492188,0.30000001192092896,1756772352.0,0,7,,,,
,,,0,7,2.6634223461151123,0.054054055362939835,,
2.6599717140197754,0.30000001192092896,1756772352.0,1,15,,,,
,,,1,15,2.6578242778778076,0.054054055362939835,,
2.660849094390869,0.10000000149011612,1756772352.0,2,23,,,,
,,,2,23,2.6585946083068848,0.06756756454706192,,
2.660630464553833,0.10000000149011612,1756772352.0,3,31,,,,
,,,3,31,2.658486843109131,0.054054055362939835,,
2.6650407314300537,0.0,1756772352.0,4,39,,,,
,,,4,39,2.656723737716675,0.054054055362939835,,
2.667820930480957,0.0,1756772352.0,5,47,,,,
,,,5,47,2.6559059619903564,0.054054055362939835,,
,,,6,48,,,2.6410553455352783,0.095238097012043
