train_loss,train_acc,epoch,step,val_loss,val_acc,timestamp,test_loss,test_acc
2.635525941848755,0.12162162363529205,0,7,,,,,
2.474071979522705,0.18918919563293457,1,15,,,,,
,,2,23,2.6270203590393066,0.20000000298023224,1756772736.0,,
2.3731274604797363,0.22972972691059113,2,23,,,,,
2.2974886894226074,0.2567567527294159,3,31,,,,,
2.238257646560669,0.2702702581882477,4,39,,,,,
,,5,47,2.721622943878174,0.20000000298023224,1756772736.0,,
2.2313148975372314,0.3243243098258972,5,47,,,,,
2.171818733215332,0.29729729890823364,6,55,,,,,
2.1360883712768555,0.3378378450870514,7,63,,,,,
,,8,71,2.880307197570801,0.30000001192092896,1756772736.0,,
2.0675320625305176,0.4189189076423645,8,71,,,,,
2.0729286670684814,0.4324324429035187,9,79,,,,,
,,10,80,,,,2.0985591411590576,0.190476194024086
