val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
2.6409122943878174,0.0714285746216774,1756733696.0,0,19,,,,
,,,0,19,2.6255810260772705,0.12886597216129303,,
2.619497060775757,0.1071428582072258,1756733696.0,1,39,,,,
,,,1,39,2.621642827987671,0.12886597216129303,,
2.5966362953186035,0.1071428582072258,1756733696.0,2,59,,,,
,,,2,59,2.6207475662231445,0.12371134012937546,,
2.587561845779419,0.1071428582072258,1756733696.0,3,79,,,,
,,,3,79,2.615522623062134,0.11855670064687729,,
2.5827534198760986,0.1071428582072258,1756733696.0,4,99,,,,
,,,4,99,2.610602855682373,0.12886597216129303,,
2.5779922008514404,0.1428571492433548,1756733696.0,5,119,,,,
,,,5,119,2.608619451522827,0.12371134012937546,,
2.5744729042053223,0.1428571492433548,1756733696.0,6,139,,,,
,,,6,139,2.6009066104888916,0.11855670064687729,,
2.571906805038452,0.1428571492433548,1756733696.0,7,159,,,,
,,,7,159,2.595811128616333,0.12371134012937546,,
2.5677812099456787,0.1428571492433548,1756733696.0,8,179,,,,
,,,8,179,2.594026803970337,0.12371134012937546,,
2.5646798610687256,0.1428571492433548,1756733696.0,9,199,,,,
,,,9,199,2.590999126434326,0.11855670064687729,,
2.56028413772583,0.1428571492433548,1756733696.0,10,219,,,,
,,,10,219,2.586507558822632,0.11855670064687729,,
2.557715654373169,0.1428571492433548,1756733824.0,11,239,,,,
,,,11,239,2.5814146995544434,0.12886597216129303,,
2.553454875946045,0.1428571492433548,1756733824.0,12,259,,,,
,,,12,259,2.5818750858306885,0.12371134012937546,,
2.5498428344726562,0.1428571492433548,1756733824.0,13,279,,,,
,,,13,279,2.578742504119873,0.12371134012937546,,
2.544325113296509,0.1428571492433548,1756733824.0,14,299,,,,
,,,14,299,2.570798873901367,0.11855670064687729,,
2.5430712699890137,0.1428571492433548,1756733824.0,15,319,,,,
,,,15,319,2.5746991634368896,0.11855670064687729,,
2.5396664142608643,0.1428571492433548,1756733824.0,16,339,,,,
,,,16,339,2.569631338119507,0.11855670064687729,,
2.536613702774048,0.1428571492433548,1756733824.0,17,359,,,,
,,,17,359,2.565462350845337,0.11855670064687729,,
2.531980037689209,0.1428571492433548,1756733824.0,18,379,,,,
,,,18,379,2.562802791595459,0.11855670064687729,,
2.5269668102264404,0.1428571492433548,1756733824.0,19,399,,,,
,,,19,399,2.5558016300201416,0.11855670064687729,,
2.5261149406433105,0.1428571492433548,1756733824.0,20,419,,,,
,,,20,419,2.552150011062622,0.11855670064687729,,
2.524034261703491,0.1428571492433548,1756733824.0,21,439,,,,
,,,21,439,2.5489301681518555,0.12371134012937546,,
2.5200045108795166,0.1428571492433548,1756733824.0,22,459,,,,
,,,22,459,2.546518564224243,0.11855670064687729,,
2.516279458999634,0.1428571492433548,1756733824.0,23,479,,,,
,,,23,479,2.5440144538879395,0.12371134012937546,,
2.5124878883361816,0.1428571492433548,1756733824.0,24,499,,,,
,,,24,499,2.5402557849884033,0.11855670064687729,,
2.511021137237549,0.1071428582072258,1756733824.0,25,519,,,,
,,,25,519,2.533428192138672,0.11855670064687729,,
2.5075764656066895,0.1428571492433548,1756733824.0,26,539,,,,
,,,26,539,2.5352513790130615,0.11855670064687729,,
2.5007293224334717,0.1428571492433548,1756733824.0,27,559,,,,
,,,27,559,2.5256197452545166,0.12371134012937546,,
2.5014305114746094,0.1071428582072258,1756733824.0,28,579,,,,
,,,28,579,2.52194881439209,0.12371134012937546,,
2.5001072883605957,0.1071428582072258,1756733824.0,29,599,,,,
,,,29,599,2.5213847160339355,0.11855670064687729,,
2.4961013793945312,0.1071428582072258,1756733824.0,30,619,,,,
,,,30,619,2.5231056213378906,0.12371134012937546,,
2.4903690814971924,0.1071428582072258,1756733824.0,31,639,,,,
,,,31,639,2.51707124710083,0.12371134012937546,,
2.49048113822937,0.0714285746216774,1756733824.0,32,659,,,,
,,,32,659,2.514298677444458,0.11340206116437912,,
