val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc
4.389433024972933e+20,0.0357142873108387,1756728960.0,0,19,,
,,,0,19,1.202375813589979e+21,0.0670103058218956
9.624261892825625e+19,0.1071428582072258,1756728960.0,1,39,,
,,,1,39,5.289263137676906e+20,0.11855670064687729
3.708649202051239e+20,0.1071428582072258,1756728960.0,2,59,,
,,,2,59,2.1161783089534966e+20,0.14432989060878754
