val_loss,val_acc,timestamp,epoch,step,train_loss,train_acc,test_loss,test_acc
25.388715744018555,0.1071428582072258,1756733184.0,0,19,,,,
,,,0,19,229534595022848.0,0.07216494530439377,,
31.23385238647461,0.1428571492433548,1756733184.0,1,39,,,,
,,,1,39,29.858509063720703,0.0670103058218956,,
22.40554428100586,0.0357142873108387,1756733184.0,2,59,,,,
,,,2,59,23.582700729370117,0.07216494530439377,,
45.167728424072266,0.1071428582072258,1756733184.0,3,79,,,,
,,,3,79,29.67607879638672,0.04639175161719322,,
24.661508560180664,0.0,1756733184.0,4,99,,,,
,,,4,99,32.2137565612793,0.11340206116437912,,
12.13872241973877,0.1071428582072258,1756733184.0,5,119,,,,
,,,5,119,27.57950210571289,0.0670103058218956,,
17.74108123779297,0.1071428582072258,1756733184.0,6,139,,,,
,,,6,139,28.488082885742188,0.07731958478689194,,
37.919044494628906,0.0357142873108387,1756733184.0,7,159,,,,
,,,7,159,29.79344940185547,0.07216494530439377,,
24.888505935668945,0.1071428582072258,1756733184.0,8,179,,,,
,,,8,179,33.46343231201172,0.07216494530439377,,
28.44219398498535,0.1785714328289032,1756733184.0,9,199,,,,
,,,9,199,30.333959579467773,0.07731958478689194,,
30.02522087097168,0.0714285746216774,1756733184.0,10,219,,,,
,,,10,219,23.93838882446289,0.07216494530439377,,
,,,11,220,,,30.01854133605957,0.09090909361839294
